,PA18:PM10,PA18:NO2,PA18:NO,PA18:NOX,PA18:O3
,PARIS 18ème,PARIS 18ème,PARIS 18ème,PARIS 18ème,PARIS 18ème
,PA18,PA18,PA18,PA18,PA18
,PM 10 particules,dioxyde d azote,monoxyde d azote,oxydes d azote,ozone
,PM10,NO2,NO,NOX,O3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2020-01-01 01:00:00Z,59.2,37.2,43.8,104.5,2.7
2020-01-01 02:00:00Z,59.4,33.6,53.4,115.4,3.0
2020-01-01 03:00:00Z,50.6,29.5,31.8,78.2,2.1
2020-01-01 04:00:00Z,31.1,32.4,12.4,51.3,4.8
2020-01-01 05:00:00Z,14.8,27.1,5.2,35.1,14.0
2020-01-01 06:00:00Z,10.0,31.3,6.1,40.7,11.3
2020-01-01 07:00:00Z,12.2,38.2,18.7,67.0,2.3
2020-01-01 08:00:00Z,16.7,30.6,17.6,57.6,2.1
2020-01-01 09:00:00Z,15.2,26.3,17.6,53.2,2.8
2020-01-01 10:00:00Z,17.3,23.9,19.0,53.0,4.9
2020-01-01 11:00:00Z,18.0,25.8,21.9,59.4,5.5
2020-01-01 12:00:00Z,17.6,28.2,20.7,59.9,6.5
2020-01-01 13:00:00Z,21.2,30.1,25.2,68.8,5.5
2020-01-01 14:00:00Z,24.5,30.5,23.1,66.0,5.4
2020-01-01 15:00:00Z,25.3,32.1,22.7,66.9,4.1
2020-01-01 16:00:00Z,23.4,32.5,19.8,62.9,3.7
2020-01-01 17:00:00Z,23.1,32.2,20.4,63.5,2.2
2020-01-01 18:00:00Z,23.1,34.0,28.6,77.8,2.0
2020-01-01 19:00:00Z,23.0,33.6,23.8,70.1,2.0
2020-01-01 20:00:00Z,23.7,31.6,24.4,69.0,2.1
2020-01-01 21:00:00Z,22.5,29.6,20.4,60.8,2.2
2020-01-01 22:00:00Z,21.2,28.5,17.0,54.6,2.3
2020-01-01 23:00:00Z,20.2,26.8,13.6,47.7,2.4
2020-01-02 00:00:00Z,19.5,24.9,10.1,40.2,2.6
2020-01-02 01:00:00Z,20.3,25.0,13.5,45.8,2.0
2020-01-02 02:00:00Z,16.6,23.5,9.9,38.7,2.9
2020-01-02 03:00:00Z,13.4,23.6,8.4,36.4,3.6
2020-01-02 04:00:00Z,12.9,23.8,9.0,37.5,2.7
2020-01-02 05:00:00Z,14.3,25.5,12.4,44.6,2.0
2020-01-02 06:00:00Z,13.6,28.8,22.5,63.2,2.0
2020-01-02 07:00:00Z,14.8,33.6,41.7,97.5,1.9
2020-01-02 08:00:00Z,,37.5,62.5,133.2,2.0
2020-01-02 09:00:00Z,,42.5,74.9,157.4,2.4
2020-01-02 10:00:00Z,16.1,45.7,55.6,131.0,4.2
2020-01-02 11:00:00Z,14.8,47.4,25.5,86.6,10.1
2020-01-02 12:00:00Z,12.1,39.8,10.0,55.1,18.6
2020-01-02 13:00:00Z,10.5,41.3,10.6,57.6,18.4
2020-01-02 14:00:00Z,10.0,40.0,7.3,51.3,24.3
2020-01-02 15:00:00Z,8.8,35.8,5.0,43.3,31.5
2020-01-02 16:00:00Z,9.0,44.8,5.2,52.8,26.3
2020-01-02 17:00:00Z,7.7,47.7,3.9,53.7,21.2
2020-01-02 18:00:00Z,11.3,58.5,10.3,74.3,8.7
2020-01-02 19:00:00Z,14.4,47.7,7.5,59.1,12.5
2020-01-02 20:00:00Z,16.0,48.6,9.9,63.9,9.5
2020-01-02 21:00:00Z,19.2,43.3,6.7,53.7,14.5
2020-01-02 22:00:00Z,17.8,29.8,2.5,33.6,30.3
2020-01-02 23:00:00Z,15.7,20.6,1.3,22.7,41.0
2020-01-03 00:00:00Z,14.6,17.5,1.0,19.1,43.5
2020-01-03 01:00:00Z,13.2,14.5,0.8,15.7,45.3
2020-01-03 02:00:00Z,14.1,12.1,0.4,12.8,45.8
2020-01-03 03:00:00Z,13.6,13.5,0.5,14.3,45.9
2020-01-03 04:00:00Z,13.2,12.5,0.5,13.3,46.9
2020-01-03 05:00:00Z,13.9,13.3,0.8,14.6,44.6
2020-01-03 06:00:00Z,14.0,16.3,1.3,18.3,41.5
2020-01-03 07:00:00Z,13.6,24.3,2.4,28.0,32.7
2020-01-03 08:00:00Z,12.5,26.5,2.9,31.0,29.9
2020-01-03 09:00:00Z,10.4,33.4,4.9,41.0,23.4
2020-01-03 10:00:00Z,10.5,30.8,6.9,41.3,33.2
2020-01-03 11:00:00Z,9.9,25.5,5.8,34.3,45.3
2020-01-03 12:00:00Z,11.5,22.3,4.4,29.0,52.9
2020-01-03 13:00:00Z,9.3,15.7,2.0,18.9,62.4
2020-01-03 14:00:00Z,8.4,24.3,3.0,29.0,52.4
2020-01-03 15:00:00Z,7.6,23.8,2.7,27.9,53.5
2020-01-03 16:00:00Z,7.8,29.0,2.6,33.1,46.9
2020-01-03 17:00:00Z,7.4,33.3,3.2,38.2,41.0
2020-01-03 18:00:00Z,7.2,52.6,8.8,66.1,21.4
2020-01-03 19:00:00Z,7.3,43.5,7.2,54.6,27.5
2020-01-03 20:00:00Z,8.6,38.5,7.7,50.3,28.1
2020-01-03 21:00:00Z,15.9,36.5,6.3,46.1,31.4
2020-01-03 22:00:00Z,15.2,35.5,5.4,43.9,37.5
2020-01-03 23:00:00Z,9.6,29.5,3.8,35.3,51.7
2020-01-04 00:00:00Z,10.1,30.2,3.4,35.4,45.2
2020-01-04 01:00:00Z,10.1,25.1,2.9,29.6,48.1
2020-01-04 02:00:00Z,13.0,30.7,2.0,33.8,41.7
2020-01-04 03:00:00Z,16.8,28.9,1.3,30.9,39.8
2020-01-04 04:00:00Z,14.4,29.7,1.7,32.4,36.8
2020-01-04 05:00:00Z,14.2,31.6,2.6,35.7,34.9
2020-01-04 06:00:00Z,16.4,42.5,5.8,51.3,24.7
2020-01-04 07:00:00Z,19.5,59.2,11.1,76.2,12.3
2020-01-04 08:00:00Z,19.6,53.4,9.6,68.1,18.2
2020-01-04 09:00:00Z,21.6,57.2,15.4,80.8,15.0
2020-01-04 10:00:00Z,21.0,43.0,13.5,63.8,28.8
2020-01-04 11:00:00Z,20.0,38.8,13.0,58.8,34.1
2020-01-04 12:00:00Z,20.5,33.5,11.0,50.4,42.5
2020-01-04 13:00:00Z,20.3,33.6,8.4,46.5,42.5
2020-01-04 14:00:00Z,21.3,34.3,7.6,45.8,43.7
2020-01-04 15:00:00Z,18.5,34.6,5.6,43.2,44.5
2020-01-04 16:00:00Z,18.0,40.2,5.8,49.0,41.3
2020-01-04 17:00:00Z,17.0,42.4,5.9,51.5,37.4
2020-01-04 18:00:00Z,18.1,47.4,6.0,56.6,34.5
2020-01-04 19:00:00Z,17.3,44.5,5.0,52.2,34.6
2020-01-04 20:00:00Z,19.3,49.7,7.4,61.1,30.1
2020-01-04 21:00:00Z,22.8,53.1,8.5,66.2,28.2
2020-01-04 22:00:00Z,21.8,40.3,4.5,47.3,38.6
2020-01-04 23:00:00Z,18.3,44.4,5.5,52.9,34.0
2020-01-05 00:00:00Z,16.5,41.9,4.3,48.5,33.6
2020-01-05 01:00:00Z,16.0,35.0,3.1,39.6,40.9
2020-01-05 02:00:00Z,14.2,27.9,1.8,30.6,47.0
2020-01-05 03:00:00Z,12.1,25.3,1.3,27.2,47.5
2020-01-05 04:00:00Z,12.1,27.0,1.2,28.8,45.3
2020-01-05 05:00:00Z,10.6,27.3,1.1,29.1,47.3
2020-01-05 06:00:00Z,8.9,27.3,1.0,28.9,50.8
2020-01-05 07:00:00Z,9.5,40.5,2.7,44.6,38.5
2020-01-05 08:00:00Z,9.7,44.3,4.1,50.6,30.7
2020-01-05 09:00:00Z,10.6,45.6,8.1,57.8,26.2
2020-01-05 10:00:00Z,11.8,39.4,8.0,51.6,31.5
2020-01-05 11:00:00Z,13.8,41.7,8.2,54.4,30.1
2020-01-05 12:00:00Z,13.9,43.4,10.2,59.0,29.8
2020-01-05 13:00:00Z,18.7,51.7,16.6,77.1,21.4
2020-01-05 14:00:00Z,20.6,46.1,10.1,61.6,30.2
2020-01-05 15:00:00Z,12.5,38.2,4.7,45.3,46.3
2020-01-05 16:00:00Z,9.7,33.0,3.0,37.7,52.3
2020-01-05 17:00:00Z,11.3,46.0,3.0,50.6,33.3
2020-01-05 18:00:00Z,15.7,54.1,4.9,61.5,28.3
2020-01-05 19:00:00Z,14.7,53.8,4.3,60.3,29.1
2020-01-05 20:00:00Z,14.9,41.9,2.4,45.6,41.1
2020-01-05 21:00:00Z,13.1,33.3,1.8,36.0,46.8
2020-01-05 22:00:00Z,12.4,31.6,1.8,34.4,48.3
2020-01-05 23:00:00Z,14.8,25.3,1.2,27.2,52.6
2020-01-06 00:00:00Z,13.4,32.0,1.9,34.9,47.8
2020-01-06 01:00:00Z,12.6,33.6,0.9,35.1,42.7
2020-01-06 02:00:00Z,14.1,29.9,0.8,31.1,46.5
2020-01-06 03:00:00Z,14.6,28.3,1.0,29.8,46.7
2020-01-06 04:00:00Z,15.6,20.4,0.5,21.2,49.7
2020-01-06 05:00:00Z,16.0,28.4,1.3,30.5,37.1
2020-01-06 06:00:00Z,18.6,39.0,2.3,42.5,25.1
2020-01-06 07:00:00Z,18.0,57.4,13.6,78.3,8.0
2020-01-06 08:00:00Z,19.0,61.7,22.1,95.5,3.7
2020-01-06 09:00:00Z,20.4,57.5,31.7,106.2,6.0
2020-01-06 10:00:00Z,23.9,54.4,43.6,121.3,8.0
2020-01-06 11:00:00Z,26.8,50.7,39.8,111.8,12.7
2020-01-06 12:00:00Z,26.6,39.9,23.2,75.5,21.4
2020-01-06 13:00:00Z,24.6,36.7,20.0,67.3,22.6
2020-01-06 14:00:00Z,23.5,35.0,15.3,58.4,24.2
2020-01-06 15:00:00Z,21.1,37.9,12.1,56.4,23.0
2020-01-06 16:00:00Z,20.0,36.2,6.5,46.2,26.6
2020-01-06 17:00:00Z,18.4,37.9,3.9,43.8,24.1
2020-01-06 18:00:00Z,20.7,36.7,4.7,43.8,24.9
2020-01-06 19:00:00Z,20.6,30.1,4.1,36.3,31.7
2020-01-06 20:00:00Z,21.2,40.0,4.1,46.3,26.4
2020-01-06 21:00:00Z,18.4,37.2,2.4,40.8,28.3
2020-01-06 22:00:00Z,21.1,35.0,2.8,39.4,27.6
2020-01-06 23:00:00Z,17.2,27.6,2.3,31.1,34.0
2020-01-07 00:00:00Z,15.3,24.1,2.2,27.5,35.7
2020-01-07 01:00:00Z,14.8,19.4,1.5,21.6,41.4
2020-01-07 02:00:00Z,11.2,18.1,1.4,20.1,46.1
2020-01-07 03:00:00Z,13.0,21.0,1.3,23.0,42.9
2020-01-07 04:00:00Z,14.6,24.3,1.4,26.5,38.4
2020-01-07 05:00:00Z,14.8,32.2,2.4,36.0,31.4
2020-01-07 06:00:00Z,16.3,45.8,5.5,54.2,20.9
2020-01-07 07:00:00Z,16.5,56.7,9.4,71.1,12.7
2020-01-07 08:00:00Z,18.2,60.2,11.0,76.9,10.8
2020-01-07 09:00:00Z,19.7,59.5,22.2,93.5,8.7
2020-01-07 10:00:00Z,20.7,47.2,14.6,69.5,16.1
2020-01-07 11:00:00Z,17.3,46.0,13.3,66.6,17.2
2020-01-07 12:00:00Z,19.5,41.7,11.7,59.6,17.5
2020-01-07 13:00:00Z,15.5,35.7,11.2,52.9,20.2
2020-01-07 14:00:00Z,15.5,38.4,13.5,59.2,13.2
2020-01-07 15:00:00Z,18.8,40.5,15.9,64.8,6.9
2020-01-07 16:00:00Z,16.5,40.1,14.7,62.5,5.5
2020-01-07 17:00:00Z,14.6,43.4,19.5,73.4,3.1
2020-01-07 18:00:00Z,14.2,43.2,23.4,79.1,2.8
2020-01-07 19:00:00Z,14.6,37.8,13.3,58.1,4.0
2020-01-07 20:00:00Z,15.7,38.2,15.6,62.0,3.7
2020-01-07 21:00:00Z,19.4,37.5,17.3,64.0,2.6
2020-01-07 22:00:00Z,21.9,34.3,12.5,53.6,4.6
2020-01-07 23:00:00Z,16.3,31.3,6.3,41.1,7.2
2020-01-08 00:00:00Z,12.7,30.7,4.0,37.0,11.5
2020-01-08 01:00:00Z,11.5,23.6,2.0,26.6,22.4
2020-01-08 02:00:00Z,10.4,14.5,1.0,16.0,37.4
2020-01-08 03:00:00Z,8.2,11.3,0.6,12.3,48.0
2020-01-08 04:00:00Z,5.1,10.8,0.4,11.5,53.3
2020-01-08 05:00:00Z,8.5,14.4,0.8,15.7,51.5
2020-01-08 06:00:00Z,7.1,22.4,1.5,24.7,43.7
2020-01-08 07:00:00Z,6.2,33.2,2.9,37.7,33.4
2020-01-08 08:00:00Z,5.9,42.2,4.2,48.6,26.4
2020-01-08 09:00:00Z,9.1,45.9,4.9,53.3,20.5
2020-01-08 10:00:00Z,10.1,44.0,6.4,53.7,22.1
2020-01-08 11:00:00Z,12.1,,,,
2020-01-08 12:00:00Z,12.3,44.8,7.7,56.5,
2020-01-08 13:00:00Z,14.0,39.0,5.7,47.8,
2020-01-08 14:00:00Z,13.7,37.6,6.4,47.5,23.9
2020-01-08 15:00:00Z,13.9,37.4,4.8,44.8,24.5
2020-01-08 16:00:00Z,10.6,37.4,4.8,44.9,25.4
2020-01-08 17:00:00Z,8.8,38.7,3.6,44.2,22.7
2020-01-08 18:00:00Z,9.4,37.8,3.4,43.0,22.5
2020-01-08 19:00:00Z,10.0,33.7,3.2,38.5,22.7
2020-01-08 20:00:00Z,11.9,29.9,2.2,33.2,26.2
2020-01-08 21:00:00Z,12.3,24.2,1.8,27.0,32.0
2020-01-08 22:00:00Z,11.8,20.3,1.1,22.0,33.5
2020-01-08 23:00:00Z,13.6,19.5,0.8,21.0,33.9
2020-01-09 00:00:00Z,15.4,15.8,0.9,17.2,38.3
2020-01-09 01:00:00Z,13.4,13.2,0.3,13.6,40.4
2020-01-09 02:00:00Z,10.1,11.6,0.3,12.2,41.7
2020-01-09 03:00:00Z,7.3,9.6,0.2,9.9,44.8
2020-01-09 04:00:00Z,8.9,9.4,0.3,9.9,44.9
2020-01-09 05:00:00Z,8.7,11.0,0.4,11.7,44.1
2020-01-09 06:00:00Z,6.5,17.7,1.1,19.4,38.5
2020-01-09 07:00:00Z,6.1,26.4,2.2,29.9,31.4
2020-01-09 08:00:00Z,8.6,29.2,2.2,32.6,30.3
2020-01-09 09:00:00Z,7.8,32.6,2.2,36.0,28.8
2020-01-09 10:00:00Z,8.8,29.4,2.0,32.6,32.1
2020-01-09 11:00:00Z,9.3,26.7,3.0,31.3,35.1
2020-01-09 12:00:00Z,9.4,24.9,2.9,29.4,36.4
2020-01-09 13:00:00Z,9.3,21.1,2.0,24.2,39.2
2020-01-09 14:00:00Z,10.4,24.7,3.0,29.4,34.2
2020-01-09 15:00:00Z,11.3,22.0,2.2,25.4,35.8
2020-01-09 16:00:00Z,11.4,24.1,1.6,26.7,33.5
2020-01-09 17:00:00Z,11.4,34.1,3.2,39.0,22.4
2020-01-09 18:00:00Z,10.0,32.0,2.9,36.4,26.8
2020-01-09 19:00:00Z,9.2,26.5,2.1,29.7,31.9
2020-01-09 20:00:00Z,9.2,24.2,1.6,26.6,34.2
2020-01-09 21:00:00Z,8.2,18.3,1.0,20.0,44.6
2020-01-09 22:00:00Z,8.2,13.9,0.5,14.7,53.6
2020-01-09 23:00:00Z,6.2,12.1,1.0,13.6,57.0
2020-01-10 00:00:00Z,8.4,13.2,0.9,14.6,55.2
2020-01-10 01:00:00Z,10.7,11.2,0.5,12.1,56.5
2020-01-10 02:00:00Z,7.9,10.7,0.0,10.8,59.6
2020-01-10 03:00:00Z,7.1,10.0,0.1,10.3,66.0
2020-01-10 04:00:00Z,5.8,10.2,0.1,10.5,66.7
2020-01-10 05:00:00Z,4.8,16.0,0.5,16.8,59.6
2020-01-10 06:00:00Z,5.7,25.3,1.9,28.3,48.6
2020-01-10 07:00:00Z,6.9,33.4,3.9,39.4,41.9
2020-01-10 08:00:00Z,11.2,33.2,4.5,40.0,43.4
2020-01-10 09:00:00Z,12.3,32.5,6.7,42.7,32.4
2020-01-10 10:00:00Z,13.2,33.2,8.3,46.0,26.4
2020-01-10 11:00:00Z,13.4,35.9,11.1,52.9,27.2
2020-01-10 12:00:00Z,13.3,34.0,8.7,47.3,34.3
2020-01-10 13:00:00Z,12.0,32.8,6.0,42.0,41.7
2020-01-10 14:00:00Z,10.1,38.9,9.2,53.0,39.1
2020-01-10 15:00:00Z,11.3,37.9,7.9,50.1,41.9
2020-01-10 16:00:00Z,11.4,49.4,9.2,63.5,30.3
2020-01-10 17:00:00Z,12.9,47.7,6.7,58.0,28.7
2020-01-10 18:00:00Z,10.7,48.8,7.6,60.5,25.5
2020-01-10 19:00:00Z,13.7,60.3,14.2,82.0,15.7
2020-01-10 20:00:00Z,17.8,39.3,4.8,46.8,34.7
2020-01-10 21:00:00Z,16.4,45.8,4.9,53.3,30.5
2020-01-10 22:00:00Z,20.8,43.7,5.5,52.1,33.4
2020-01-10 23:00:00Z,21.5,42.4,3.9,48.2,31.3
2020-01-11 00:00:00Z,17.7,50.5,5.0,58.2,24.7
2020-01-11 01:00:00Z,13.9,36.4,2.3,40.0,41.4
2020-01-11 02:00:00Z,9.7,33.4,1.9,36.3,45.7
2020-01-11 03:00:00Z,8.2,33.5,1.2,35.4,43.1
2020-01-11 04:00:00Z,8.9,35.4,1.2,37.4,44.0
2020-01-11 05:00:00Z,9.0,25.0,1.0,26.6,53.4
2020-01-11 06:00:00Z,7.7,34.8,0.6,35.7,39.9
2020-01-11 07:00:00Z,9.3,58.9,2.9,63.3,16.9
2020-01-11 08:00:00Z,12.6,61.2,4.2,67.5,17.2
2020-01-11 09:00:00Z,12.0,53.8,6.5,63.8,25.3
2020-01-11 10:00:00Z,12.1,42.3,6.3,51.8,37.0
2020-01-11 11:00:00Z,11.0,32.2,6.2,41.8,47.1
2020-01-11 12:00:00Z,9.6,24.2,4.8,31.5,56.1
2020-01-11 13:00:00Z,9.2,19.7,3.4,25.0,60.3
2020-01-11 14:00:00Z,9.2,19.7,2.6,23.6,60.3
2020-01-11 15:00:00Z,9.6,21.8,2.9,26.2,58.6
2020-01-11 16:00:00Z,10.1,24.2,2.0,27.3,54.1
2020-01-11 17:00:00Z,9.6,29.8,1.5,32.2,47.9
2020-01-11 18:00:00Z,11.4,38.8,1.7,41.5,38.4
2020-01-11 19:00:00Z,14.1,44.0,2.1,47.3,34.4
2020-01-11 20:00:00Z,15.1,49.8,2.3,53.4,29.5
2020-01-11 21:00:00Z,19.3,56.1,4.1,62.4,23.9
2020-01-11 22:00:00Z,22.5,61.8,5.0,69.5,15.9
2020-01-11 23:00:00Z,23.2,59.7,4.8,67.1,14.2
2020-01-12 00:00:00Z,23.0,56.5,6.6,66.7,12.1
2020-01-12 01:00:00Z,24.8,51.3,4.2,57.7,14.4
2020-01-12 02:00:00Z,21.9,34.8,1.6,37.4,31.4
2020-01-12 03:00:00Z,14.8,24.2,0.7,25.4,40.5
2020-01-12 04:00:00Z,14.5,21.6,0.6,22.6,40.6
2020-01-12 05:00:00Z,12.0,20.9,0.6,21.8,39.4
2020-01-12 06:00:00Z,13.2,24.8,0.8,26.0,36.9
2020-01-12 07:00:00Z,11.8,27.7,1.3,29.7,35.1
2020-01-12 08:00:00Z,11.4,30.6,1.6,33.0,33.5
2020-01-12 09:00:00Z,12.8,33.1,2.7,37.3,35.2
2020-01-12 10:00:00Z,11.1,23.9,2.6,28.0,46.3
2020-01-12 11:00:00Z,11.3,23.9,3.1,28.6,44.6
2020-01-12 12:00:00Z,13.8,20.4,2.9,24.8,48.3
2020-01-12 13:00:00Z,11.3,21.2,2.7,25.3,47.0
2020-01-12 14:00:00Z,13.7,24.1,3.4,29.2,42.1
2020-01-12 15:00:00Z,15.4,24.6,3.5,29.9,41.5
2020-01-12 16:00:00Z,13.3,21.7,2.8,26.1,45.3
2020-01-12 17:00:00Z,12.4,27.7,2.1,30.8,39.0
2020-01-12 18:00:00Z,12.3,31.2,2.1,34.4,36.2
2020-01-12 19:00:00Z,14.3,30.8,1.9,33.8,34.7
2020-01-12 20:00:00Z,14.7,31.3,2.4,35.1,33.0
2020-01-12 21:00:00Z,14.8,30.1,1.9,33.0,31.6
2020-01-12 22:00:00Z,14.2,25.6,1.7,28.3,33.6
2020-01-12 23:00:00Z,15.0,20.5,1.0,22.0,38.1
2020-01-13 00:00:00Z,14.1,17.7,0.8,19.0,41.0
2020-01-13 01:00:00Z,10.9,12.0,0.5,12.7,48.8
2020-01-13 02:00:00Z,11.1,11.7,0.1,11.7,52.7
2020-01-13 03:00:00Z,11.6,11.1,0.2,11.2,55.5
2020-01-13 04:00:00Z,12.5,11.4,0.2,11.6,53.7
2020-01-13 05:00:00Z,11.7,15.3,0.4,16.0,49.3
2020-01-13 06:00:00Z,11.3,30.2,1.6,32.7,34.7
2020-01-13 07:00:00Z,12.3,42.6,2.9,46.9,22.7
2020-01-13 08:00:00Z,9.8,39.9,3.9,45.7,23.1
2020-01-13 09:00:00Z,12.9,38.7,4.0,45.0,25.8
2020-01-13 10:00:00Z,14.8,37.7,5.1,45.7,24.3
2020-01-13 11:00:00Z,14.4,33.3,5.5,41.6,27.7
2020-01-13 12:00:00Z,9.6,34.2,5.6,42.8,26.0
2020-01-13 13:00:00Z,9.6,34.9,4.3,41.4,24.7
2020-01-13 14:00:00Z,10.7,33.5,4.3,40.0,28.4
2020-01-13 15:00:00Z,7.3,25.1,3.1,29.8,41.4
2020-01-13 16:00:00Z,8.3,26.4,2.1,29.7,40.5
2020-01-13 17:00:00Z,6.6,28.4,1.6,30.9,39.0
2020-01-13 18:00:00Z,7.1,34.5,2.3,37.9,31.5
2020-01-13 19:00:00Z,6.8,31.9,1.8,34.6,34.1
2020-01-13 20:00:00Z,6.6,29.1,1.8,31.9,36.6
2020-01-13 21:00:00Z,7.9,21.8,1.1,23.5,43.2
2020-01-13 22:00:00Z,6.6,18.3,0.9,19.7,46.0
2020-01-13 23:00:00Z,6.0,15.9,0.5,16.8,48.7
2020-01-14 00:00:00Z,6.1,10.9,0.8,12.1,53.6
2020-01-14 01:00:00Z,5.1,8.0,0.1,8.1,55.2
2020-01-14 02:00:00Z,6.9,7.7,0.2,8.1,56.8
2020-01-14 03:00:00Z,10.7,7.6,0.2,7.9,57.9
2020-01-14 04:00:00Z,10.2,8.3,0.2,8.6,58.1
2020-01-14 05:00:00Z,7.8,8.8,0.3,9.3,58.2
2020-01-14 06:00:00Z,7.5,12.5,1.1,14.2,54.8
2020-01-14 07:00:00Z,7.4,18.3,1.1,20.0,49.1
2020-01-14 08:00:00Z,7.4,22.7,1.6,25.2,45.4
2020-01-14 09:00:00Z,11.4,22.6,1.9,25.5,46.2
2020-01-14 10:00:00Z,9.9,21.8,2.2,25.1,48.1
2020-01-14 11:00:00Z,9.9,18.9,2.6,23.1,51.4
2020-01-14 12:00:00Z,10.3,17.9,1.9,20.8,53.6
2020-01-14 13:00:00Z,9.7,18.0,1.7,20.7,54.1
2020-01-14 14:00:00Z,9.3,,,,
2020-01-14 15:00:00Z,11.2,,,,
2020-01-14 16:00:00Z,,19.2,1.3,21.3,
2020-01-14 17:00:00Z,,20.9,0.9,22.3,51.2
2020-01-14 18:00:00Z,,19.9,1.0,21.4,51.9
2020-01-14 19:00:00Z,,19.4,0.8,20.7,52.1
2020-01-14 20:00:00Z,10.7,21.1,1.4,23.3,50.9
2020-01-14 21:00:00Z,10.2,18.1,0.7,19.3,53.5
2020-01-14 22:00:00Z,8.1,15.8,0.6,16.8,54.3
2020-01-14 23:00:00Z,8.7,17.6,0.4,18.1,50.8
2020-01-15 00:00:00Z,11.0,18.9,0.4,19.6,47.7
2020-01-15 01:00:00Z,12.2,16.7,0.6,17.8,47.3
2020-01-15 02:00:00Z,13.3,13.2,0.3,13.8,48.8
2020-01-15 03:00:00Z,13.9,12.5,0.1,12.5,49.7
2020-01-15 04:00:00Z,11.9,13.7,0.1,13.8,49.9
2020-01-15 05:00:00Z,10.6,16.0,0.3,16.4,49.4
2020-01-15 06:00:00Z,12.8,29.3,1.0,30.9,38.7
2020-01-15 07:00:00Z,13.6,42.2,2.0,45.3,32.2
2020-01-15 08:00:00Z,14.0,42.7,2.4,46.4,33.7
2020-01-15 09:00:00Z,14.6,44.7,4.6,51.7,32.8
2020-01-15 10:00:00Z,17.4,35.1,4.4,41.9,42.4
2020-01-15 11:00:00Z,19.0,26.9,3.6,32.4,51.7
2020-01-15 12:00:00Z,16.7,22.0,2.6,26.0,57.5
2020-01-15 13:00:00Z,12.9,20.0,1.7,22.6,57.9
2020-01-15 14:00:00Z,12.7,21.3,1.9,24.3,55.9
2020-01-15 15:00:00Z,14.3,20.4,1.2,22.1,55.6
2020-01-15 16:00:00Z,15.2,25.7,1.5,28.1,48.2
2020-01-15 17:00:00Z,15.4,32.3,1.9,35.3,39.9
2020-01-15 18:00:00Z,14.0,47.4,4.8,54.6,24.1
2020-01-15 19:00:00Z,12.2,50.5,4.4,57.2,20.3
2020-01-15 20:00:00Z,13.5,57.6,8.8,71.0,18.1
2020-01-15 21:00:00Z,11.6,45.8,3.7,51.6,30.6
2020-01-15 22:00:00Z,11.1,41.2,2.6,45.2,33.7
2020-01-15 23:00:00Z,9.7,45.7,2.6,49.8,32.1
2020-01-16 00:00:00Z,10.1,58.7,5.7,67.4,17.5
2020-01-16 01:00:00Z,11.1,64.3,4.6,71.3,13.1
2020-01-16 02:00:00Z,10.1,62.7,9.4,77.2,9.7
2020-01-16 03:00:00Z,14.8,60.0,10.3,75.9,4.4
2020-01-16 04:00:00Z,20.2,51.3,7.1,62.2,5.3
2020-01-16 05:00:00Z,19.0,53.2,12.7,72.6,2.6
2020-01-16 06:00:00Z,19.4,50.4,20.8,82.3,2.2
2020-01-16 07:00:00Z,22.2,49.9,32.6,99.8,2.6
2020-01-16 08:00:00Z,16.5,56.4,40.3,118.1,2.8
2020-01-16 09:00:00Z,20.5,57.9,42.6,123.2,4.4
2020-01-16 10:00:00Z,24.4,53.6,39.8,114.6,8.7
2020-01-16 11:00:00Z,24.9,46.7,27.0,88.0,16.5
2020-01-16 12:00:00Z,23.3,39.0,15.0,62.1,26.9
2020-01-16 13:00:00Z,19.9,36.9,11.4,54.3,35.5
2020-01-16 14:00:00Z,21.7,29.4,5.9,38.5,48.1
2020-01-16 15:00:00Z,21.5,30.4,4.3,37.1,47.4
2020-01-16 16:00:00Z,18.6,38.3,3.5,43.7,40.2
2020-01-16 17:00:00Z,18.1,59.2,6.1,68.4,22.4
2020-01-16 18:00:00Z,18.6,69.5,9.1,83.3,13.9
2020-01-16 19:00:00Z,19.6,72.9,12.3,91.7,10.3
2020-01-16 20:00:00Z,19.0,60.5,6.6,70.7,19.9
2020-01-16 21:00:00Z,16.3,40.6,2.4,44.3,33.6
2020-01-16 22:00:00Z,15.8,39.0,1.8,41.7,30.3
2020-01-16 23:00:00Z,15.5,37.6,1.7,40.4,29.0
2020-01-17 00:00:00Z,14.0,31.5,1.1,33.1,33.9
2020-01-17 01:00:00Z,12.3,21.7,0.4,22.4,43.1
2020-01-17 02:00:00Z,10.3,17.4,0.1,17.6,48.3
2020-01-17 03:00:00Z,8.3,13.0,0.1,13.2,55.5
2020-01-17 04:00:00Z,9.1,9.3,0.1,9.3,63.7
2020-01-17 05:00:00Z,9.7,11.3,0.5,12.0,58.7
2020-01-17 06:00:00Z,8.9,19.9,0.8,21.1,49.9
2020-01-17 07:00:00Z,10.7,33.4,1.8,36.0,37.0
2020-01-17 08:00:00Z,11.6,40.9,2.8,45.2,29.5
2020-01-17 09:00:00Z,13.2,42.4,3.8,48.3,29.2
2020-01-17 10:00:00Z,14.5,34.5,3.8,40.5,40.7
2020-01-17 11:00:00Z,13.7,26.9,4.5,33.8,48.8
2020-01-17 12:00:00Z,13.7,22.3,3.9,28.4,59.0
